Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Year,MRP_Level,Item_Outlet_Sales,Item_Class
FDK,15.2,Low Fat,0.09174595,Snack Foods,229.0352,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,10,FD
FDS,5.735,Low Fat,0.05668538,Fruits and Vegetables,178.437,OUT027,Medium,Tier 3,Supermarket Type3,28,High,17.79825,FD
FDE,11.35,Regular,0.00552947,Fruits and Vegetables,169.279,OUT035,Small,Tier 2,Supermarket Type1,9,High,14.04135,FD
FDF,17.5,Low Fat,0.0136647,Frozen Foods,257.7304,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,22.05122,FD
FDA,16.25,Low Fat,0.08731067,Dairy,95.541,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,16.16747,FD
FDX,12.85,Low Fat,0.0226392,Fruits and Vegetables,179.7318,OUT049,Medium,Tier 1,Supermarket Type1,14,High,12.04674,FD
FDD,19.35,Low Fat,0.01653103,Frozen Foods,122.4098,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,24.61196,FD
FDG,8.84,Regular,0.07687399,Frozen Foods,109.9228,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,14.07642,FD
FDU,18.85,Low Fat,0.03586344,Meat,58.3562,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,19.29303,FD
NCQ,17.75,None,0.1113016,Others,107.5912,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,14.2082,NC
NCY,6.38,None,0.01519332,Household,143.347,OUT045,Small,Tier 2,Supermarket Type1,11,High,5.991629,NC
FDF,6.825,Regular,0.04640893,Canned,153.2998,OUT027,Medium,Tier 3,Supermarket Type3,28,High,26.0848,FD
FDC,10.65,Low Fat,0.01445967,Fruits and Vegetables,57.1272,OUT035,Small,Tier 2,Supermarket Type1,9,Low,4.894971,FD
FDX,13.1,Low Fat,0.07494003,Dairy,75.0354,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,12.03198,FD
DRC,8.67,Low Fat,0.0651197,Soft Drinks,145.7128,OUT027,Medium,Tier 3,Supermarket Type3,28,High,27.6349,DR
FDM,10.195,Low Fat,0.1957211,Frozen Foods,143.1154,OUT017,Small,Tier 2,Supermarket Type1,6,High,16.84558,FD
FDE,6.67,Regular,0.0904569,Snack Foods,131.2626,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,15.98781,FD
NCU,5.32,None,0.09307168,Health and Hygiene,103.8674,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,4.903723,NC
FDB,5.465,Regular,0.04829219,Baking Goods,133.1626,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,18.71463,FD
DRF,12.1,Low Fat,0.02990268,Soft Drinks,144.3444,OUT018,Medium,Tier 3,Supermarket Type2,4,High,8.044338,DR
FDL,13.85,Regular,0.05654799,Breakfast,232.73,OUT018,Medium,Tier 3,Supermarket Type2,4,Very_High,27.0348,FD
NCH,16.35,None,0.03472622,Household,125.602,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,24.17197,NC
NCF,18.35,None,0.08890855,Household,192.8504,OUT013,High,Tier 3,Supermarket Type1,26,High,14.91444,NC
FDC,15.5,Regular,0.04402416,Fruits and Vegetables,102.0332,OUT010,Small,Tier 3,Grocery Store,15,Medium,1.0049,FD
FDV,12.1,Low Fat,0.02056857,Snack Foods,150.4734,OUT046,Small,Tier 1,Supermarket Type1,16,High,13.81392,FD
FDV,12.1,Low Fat,0.02056468,Snack Foods,148.2734,OUT035,Small,Tier 2,Supermarket Type1,9,High,22.02967,FD
FDU,19.25,Regular,0.05822661,Frozen Foods,85.2908,OUT013,High,Tier 3,Supermarket Type1,26,Medium,7.868685,FD
FDD,8.71,Regular,0.07215546,Canned,183.3924,OUT046,Small,Tier 1,Supermarket Type1,16,High,17.15759,FD
NCA,10.5,None,0.02725371,Household,170.9106,OUT013,High,Tier 3,Supermarket Type1,26,High,19.02223,NC
FDZ,11.6,Regular,0.1446041,Dairy,240.8222,OUT018,Medium,Tier 3,Supermarket Type2,4,Very_High,14.88788,FD
FDT,16,Regular,0.193478,Fruits and Vegetables,55.9246,OUT010,Small,Tier 3,Grocery Store,15,Low,7.250337,FD
FDF,6.865,Low Fat,0.05694594,Snack Foods,214.6218,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,8.962259,FD
FDH,10.395,Low Fat,0.03128834,Seafood,159.5604,OUT045,Small,Tier 2,Supermarket Type1,11,High,17.87591,FD
FDD,8.05,Regular,0.07840047,Fruits and Vegetables,259.0646,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,16.90813,FD
FDS,5.785,Regular,0.03897609,Fruits and Vegetables,264.2252,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,14.89214,FD
FDF,10.3,Regular,0.05891884,Fruits and Vegetables,191.653,OUT049,Medium,Tier 1,Supermarket Type1,14,High,27.72241,FD
FDM,12.5,Low Fat,0.03117616,Fruits and Vegetables,103.099,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,7.00679,FD
DRK,7.63,Low Fat,0.06115925,Soft Drinks,92.5436,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,17.36739,DR
FDO,13.5,Regular,0.0133639,Snack Foods,78.396,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,18.34441,FD
FDP,17.5,Low Fat,0.05255048,Snack Foods,101.299,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,7.131294,FD
DRF,7.27,Low Fat,0.1244483,Soft Drinks,112.0518,OUT019,Small,Tier 1,Grocery Store,28,Medium,1.016064,DR
DRK,8.21,Low Fat,0.01080827,Hard Drinks,150.5392,OUT018,Medium,Tier 3,Supermarket Type2,4,High,6.934901,DR
FDT,11.65,Regular,0.01096327,Meat,110.9544,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,3.024334,FD
FDE,18.5,Low Fat,0.05392459,Snack Foods,119.8124,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,33.63109,FD
FDT,7.72,Regular,0.0750359,Breads,78.7986,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,10.87436,FD
NCT,5.88,None,0.02488261,Household,149.4392,OUT035,Small,Tier 2,Supermarket Type1,9,High,10.97792,NC
FDJ,6.85,Low Fat,0.02287895,Frozen Foods,262.3594,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,14.95998,FD
NCF,17.35,None,0.1665725,Household,176.1712,OUT027,Medium,Tier 3,Supermarket Type3,28,High,20.95232,NC
FDA,7.52,Low Fat,0.05508162,Fruits and Vegetables,128.8994,OUT013,High,Tier 3,Supermarket Type1,26,Medium,15.95035,FD
FDW,13.65,Regular,0.02592082,Snack Foods,81.2302,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,25.35984,FD
NCO,9.6,None,0.02950032,Household,46.2086,OUT027,Medium,Tier 3,Supermarket Type3,28,Low,17.37674,NC
FDO,6.985,Regular,0.1376455,Meat,185.2608,OUT045,Small,Tier 2,Supermarket Type1,11,High,15.87045,FD
FDR,10.8,Low Fat,0.02587493,Snack Foods,240.6222,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,17.88031,FD
FDA,9.3,Low Fat,0.0268182,Dairy,248.9092,OUT010,Small,Tier 3,Grocery Store,15,Very_High,2.000804,FD
FDY,12.1,Low Fat,0.03010234,Canned,74.767,OUT013,High,Tier 3,Supermarket Type1,26,Medium,29.69817,FD
FDY,5.98,Low Fat,0.04374031,Fruits and Vegetables,145.3418,OUT018,Medium,Tier 3,Supermarket Type2,4,High,16.19815,FD
NCS,9,None,0.06965359,Health and Hygiene,266.2884,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,10.9463,NC
FDJ,7.145,Low Fat,0.01785932,Frozen Foods,160.6578,OUT018,Medium,Tier 3,Supermarket Type2,4,High,13.98257,FD
NCX,19,None,0.01775521,Health and Hygiene,211.7244,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,13,NC
FDQ,7.855,Regular,0.1618751,Baking Goods,35.6848,OUT045,Small,Tier 2,Supermarket Type1,11,Low,9.403533,FD
FDV,19.5,Low Fat,0.1281818,Breads,156.1314,OUT035,Small,Tier 2,Supermarket Type1,9,High,17.88471,FD
FDE,8.71,Low Fat,0.1212504,Canned,92.7778,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,11.13042,FD
FDA,11.5,Low Fat,0.01492109,Starchy Foods,173.908,OUT018,Medium,Tier 3,Supermarket Type2,4,High,6.967799,FD
NCL,18.85,None,0.04043437,Household,244.3144,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,23.0659,NC
FDE,13.65,Regular,0.03150892,Canned,98.77,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,17.18933,FD
DRD,6.135,Low Fat,0.07909484,Soft Drinks,114.386,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,8.905583,DR
DRF,5.655,Low Fat,0.1757934,Soft Drinks,146.9102,OUT018,Medium,Tier 3,Supermarket Type2,4,High,11.91015,DR
FDF,14.85,Regular,0.01949505,Dairy,261.291,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,39.25374,FD
FDP,20.75,Regular,0.06331397,Breakfast,153.7682,OUT035,Small,Tier 2,Supermarket Type1,9,High,11.89855,FD
FDB,10,Low Fat,0.0674819,Snack Foods,234.859,OUT018,Medium,Tier 3,Supermarket Type2,4,Very_High,5.031934,FD
FDY,10.3,Low Fat,0.07002695,Dairy,263.6226,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,25.06638,FD
FDR,5.675,Regular,0.02349697,Snack Foods,156.1288,OUT046,Small,Tier 1,Supermarket Type1,16,High,18.11529,FD
NCH,5.51,None,0.03501675,Health and Hygiene,98.9726,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,15.82217,NC
FDJ,17.75,Low Fat,0.07355952,Seafood,33.9216,OUT045,Small,Tier 2,Supermarket Type1,11,Low,24.49526,FD
FDZ,17.75,Low Fat,0.07626905,Baking Goods,113.1544,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,8.896601,FD
FDV,8.365,Regular,0.03992524,Fruits and Vegetables,189.2188,OUT045,Small,Tier 2,Supermarket Type1,11,High,24.1522,FD
FDR,5.405,Regular,0.09388394,Canned,200.4742,OUT019,Small,Tier 1,Grocery Store,28,High,1.986033,FD
FDZ,10,Regular,0.03773288,Snack Foods,128.2994,OUT013,High,Tier 3,Supermarket Type1,26,Medium,11.01715,FD
FDI,18.2,Regular,0.06640013,Fruits and Vegetables,250.1092,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,22.89884,FD
DRA,19.35,Regular,0.03992069,Soft Drinks,163.3868,OUT035,Small,Tier 2,Supermarket Type1,9,High,21.05141,DR
FDS,6.895,Low Fat,0.02235181,Meat,143.7812,OUT027,Medium,Tier 3,Supermarket Type3,28,High,34.68355,FD
NCL,7.39,None,0.1201809,Others,141.447,OUT013,High,Tier 3,Supermarket Type1,26,High,16.1923,NC
FDD,7.945,Low Fat,0.01590097,Snack Foods,163.821,OUT049,Medium,Tier 1,Supermarket Type1,14,High,10.953,FD
FDC,16,Regular,0.1727591,Snack Foods,157.0972,OUT046,Small,Tier 1,Supermarket Type1,16,High,29.75175,FD
NCK,20.1,None,0.07745425,Health and Hygiene,59.2536,OUT046,Small,Tier 1,Supermarket Type1,16,Low,12.40504,NC
FDB,20.6,Low Fat,0.03925541,Fruits and Vegetables,94.4778,OUT010,Small,Tier 3,Grocery Store,15,Medium,0.9936493,FD
FDC,8.575,Regular,0.07225289,Dairy,196.5794,OUT017,Small,Tier 2,Supermarket Type1,6,High,26.79398,FD
FDO,17.7,Regular,0.01666425,Fruits and Vegetables,47.9034,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,15.21919,FD
FDZ,20,Regular,0.08618789,Frozen Foods,125.4678,OUT010,Small,Tier 3,Grocery Store,15,Medium,1.013549,FD
FDK,5.695,Low Fat,0.1097841,Frozen Foods,256.0646,OUT010,Small,Tier 3,Grocery Store,15,Very_High,5.031242,FD
NCU,5.11,None,0.03574752,Household,164.721,OUT018,Medium,Tier 3,Supermarket Type2,4,High,21.78631,NC
FDV,15.25,Regular,0.06805916,Snack Foods,178.166,OUT045,Small,Tier 2,Supermarket Type1,11,High,27.24247,FD
FDB,9.695,Regular,0.02902305,Canned,177.837,OUT027,Medium,Tier 3,Supermarket Type3,28,High,37.70085,FD
FDD,18.25,Regular,0.1831423,Dairy,110.357,OUT013,High,Tier 3,Supermarket Type1,26,Medium,18.91392,FD
FDN,15.6,Regular,0.04414872,Snack Foods,170.6132,OUT013,High,Tier 3,Supermarket Type1,26,High,38.65712,FD
FDB,13,Low Fat,0.1538574,Canned,76.3986,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,10.19634,FD
FDS,7.02,Low Fat,0.08129037,Fruits and Vegetables,147.3734,OUT049,Medium,Tier 1,Supermarket Type1,14,High,17.12689,FD
FDR,19.7,Low Fat,0.06693546,Snack Foods,177.537,OUT046,Small,Tier 1,Supermarket Type1,16,High,17.88847,FD
NCD,9.1,None,0.05551492,Household,112.5518,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,3.034651,NC
FDO,8,Regular,0.05065723,Breads,249.9092,OUT010,Small,Tier 3,Grocery Store,15,Very_High,0.9963987,FD
NCC,17.75,None,0.09810896,Health and Hygiene,240.9196,OUT018,Medium,Tier 3,Supermarket Type2,4,Very_High,19.00789,NC
FDV,19.5,Low Fat,0.1284053,Breads,156.4314,OUT049,Medium,Tier 1,Supermarket Type1,14,High,14.87534,FD
NCU,7.685,None,0.02547745,Health and Hygiene,145.276,OUT046,Small,Tier 1,Supermarket Type1,16,High,24.19824,NC
NCZ,9.6,None,0.04096976,Health and Hygiene,188.7214,OUT010,Small,Tier 3,Grocery Store,15,High,1.996821,NC
DRE,19.6,Low Fat,0.04055087,Dairy,45.5718,OUT010,Small,Tier 3,Grocery Store,15,Low,1.037304,DR
FDZ,17.6,Low Fat,0.1755459,Snack Foods,163.6868,OUT010,Small,Tier 3,Grocery Store,15,High,1.000611,FD
FDE,15.6,Regular,0.09934483,Dairy,63.6194,OUT045,Small,Tier 2,Supermarket Type1,11,Low,11.67934,FD
NCS,12.65,None,0.04227675,Household,108.4938,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,13.83225,NC
FDX,8.355,Low Fat,0.01386161,Baking Goods,94.4462,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,21.55742,FD
FDS,19.35,Regular,0.07638737,Snack Foods,112.1518,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,34.51537,FD
NCS,14.5,None,0.08996026,Health and Hygiene,159.5604,OUT045,Small,Tier 2,Supermarket Type1,11,High,8.937955,NC
FDH,6.425,Low Fat,0.01048075,Canned,116.5808,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,21.10808,FD
DRM,9.695,Low Fat,0.07058742,Hard Drinks,176.9344,OUT045,Small,Tier 2,Supermarket Type1,11,High,33.27976,DR
DRI,19.6,Low Fat,0.03387323,Soft Drinks,56.1614,OUT013,High,Tier 3,Supermarket Type1,26,Low,14.75962,DR
NCP,20.7,None,0.03923838,Household,152.8366,OUT035,Small,Tier 2,Supermarket Type1,9,High,16.81091,NC
FDT,12.6,Low Fat,0.02433159,Dairy,34.9874,OUT017,Small,Tier 2,Supermarket Type1,6,Low,15.12862,FD
NCP,8.275,None,0.110198,Household,104.2306,OUT013,High,Tier 3,Supermarket Type1,26,Medium,35.10074,NC
NCD,8.85,None,0.02804888,Household,106.1964,OUT019,Small,Tier 1,Grocery Store,28,Medium,1.981167,NC
FDP,19.85,Low Fat,0.04563123,Fruits and Vegetables,128.102,OUT013,High,Tier 3,Supermarket Type1,26,Medium,9.8751,FD
FDK,7.36,Low Fat,0.08755962,Frozen Foods,55.2588,OUT010,Small,Tier 3,Grocery Store,15,Low,4.144773,FD
FDQ,20.35,Regular,0.252866,Meat,82.7276,OUT010,Small,Tier 3,Grocery Store,15,Medium,1.963736,FD
FDE,17.7,Regular,0.135306,Starchy Foods,183.7924,OUT049,Medium,Tier 1,Supermarket Type1,14,High,12.08488,FD
FDN,8.895,Low Fat,0.1267609,Breakfast,176.937,OUT019,Small,Tier 1,Grocery Store,28,High,1.994348,FD
FDC,8.39,Regular,0.02420108,Frozen Foods,112.6176,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,19.32055,FD
FDC,9.195,Low Fat,0.01585629,Baking Goods,81.6592,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,17.18736,FD
DRF,8.93,Low Fat,0.0284119,Dairy,152.334,OUT035,Small,Tier 2,Supermarket Type1,9,High,14.07352,DR
NCB,15.7,None,0.1605293,Household,59.2562,OUT013,High,Tier 3,Supermarket Type1,26,Low,5,NC
NCX,16.7,None,0.0267712,Household,246.3776,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,8.042212,NC
DRN,15.2,Low Fat,0.04993485,Soft Drinks,95.0752,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,27.22719,DR
FDP,20.5,Regular,0.1130459,Fruits and Vegetables,194.1478,OUT017,Small,Tier 2,Supermarket Type1,6,High,14.9691,FD
NCD,12.1,None,0.01535972,Household,163.7526,OUT027,Medium,Tier 3,Supermarket Type3,28,High,12.0513,NC
FDK,11.65,Low Fat,0.0340497,Seafood,112.286,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,4.032061,FD
DRE,20.75,Low Fat,0.02128304,Soft Drinks,153.5024,OUT049,Medium,Tier 1,Supermarket Type1,14,High,15.8228,DR
FDU,7.56,Low Fat,0.06346205,Frozen Foods,157.563,OUT027,Medium,Tier 3,Supermarket Type3,28,High,10.92321,FD
FDD,16.2,Low Fat,0.07401939,Frozen Foods,41.7454,OUT010,Small,Tier 3,Grocery Store,15,Low,2.009582,FD
FDF,10.195,Regular,0.01766698,Starchy Foods,239.4538,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,19.07141,FD
NCR,20.6,None,0.1242995,Household,73.4696,OUT019,Small,Tier 1,Grocery Store,28,Medium,4.059889,NC
FDD,13.3,Low Fat,0.07973985,Dairy,233.03,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,23,FD
FDF,6.215,Low Fat,0.01216779,Fruits and Vegetables,37.4848,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,2.983994,FD
FDS,6.67,Regular,0.1220157,Snack Foods,90.5514,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,10.75704,FD
FDK,12.6,Regular,0.07433856,Dairy,255.5356,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,37.82155,FD
FDD,12.15,Low Fat,0.01840703,Frozen Foods,254.7698,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,22.90069,FD
FDD,16.6,Low Fat,0.05036919,Canned,117.2124,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,12.13309,FD
FDF,15.1,Regular,0.01983765,Frozen Foods,128.131,OUT027,Medium,Tier 3,Supermarket Type3,28,Medium,13.17248,FD
FDP,20.85,Regular,0.05646571,Breads,103.6648,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,22.04244,FD
NCN,11,None,0.05492864,Health and Hygiene,101.7358,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,14.82307,NC
NCM,15.6,None,0.06682987,Others,185.5924,OUT049,Medium,Tier 1,Supermarket Type1,14,High,16.9542,NC
FDD,16.7,Low Fat,0.1228322,Dairy,217.685,OUT019,Small,Tier 1,Grocery Store,28,Very_High,1.988056,FD
FDS,10.195,Regular,0.1466924,Dairy,194.5794,OUT017,Small,Tier 2,Supermarket Type1,6,High,21.05396,FD
FDN,12.6,Regular,0.06282745,Frozen Foods,105.099,OUT045,Small,Tier 2,Supermarket Type1,11,Medium,13.74691,FD
FDM,20.2,Low Fat,0.06446415,Snack Foods,255.7646,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,21.156,FD
FDJ,18,Low Fat,0.124959,Frozen Foods,116.5124,OUT018,Medium,Tier 3,Supermarket Type2,4,Medium,3.051497,FD
FDT,6.75,Regular,0.1141171,Dairy,96.7752,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,13.8698,FD
FDM,12.35,Regular,0.1591149,Meat,158.1946,OUT018,Medium,Tier 3,Supermarket Type2,4,High,6.9823,FD
FDT,7.59,Regular,0.145335,Fruits and Vegetables,173.108,OUT045,Small,Tier 2,Supermarket Type1,11,High,12,FD
FDQ,14.8,Low Fat,0.08116814,Meat,190.5846,OUT049,Medium,Tier 1,Supermarket Type1,14,High,19.04985,FD
NCU,5.11,None,0.03487469,Household,161.721,OUT046,Small,Tier 1,Supermarket Type1,16,High,15.12985,NC
FDY,6.38,Low Fat,0.03189818,Dairy,177.4344,OUT046,Small,Tier 1,Supermarket Type1,16,High,10.05636,FD
FDW,8.3,Regular,0.03821154,Dairy,87.7198,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,17.8974,FD
FDJ,16.7,Regular,0.03874616,Snack Foods,143.8102,OUT017,Small,Tier 2,Supermarket Type1,6,High,33.45894,FD
FDX,6.55,Regular,0.03443677,Breads,156.5288,OUT027,Medium,Tier 3,Supermarket Type3,28,High,31.11883,FD
FDK,9.695,Low Fat,0.1302617,Fruits and Vegetables,185.2898,OUT045,Small,Tier 2,Supermarket Type1,11,High,18.17486,FD
NCN,8.235,None,0.01445694,Health and Hygiene,184.795,OUT035,Small,Tier 2,Supermarket Type1,9,High,7.926405,NC
FDC,10.195,Low Fat,0.1263831,Canned,112.1886,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,5.946519,FD
FDT,10.695,Regular,0.1276208,Dairy,119.244,OUT013,High,Tier 3,Supermarket Type1,26,Medium,29.14592,FD
FDS,8.38,Regular,0.04687847,Baking Goods,109.857,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,21,FD
FDR,11.65,Low Fat,0.2201111,Baking Goods,153.0024,OUT010,Small,Tier 3,Grocery Store,15,High,2.976471,FD
FDM,9.195,Regular,0.0471117,Frozen Foods,52.0666,OUT035,Small,Tier 2,Supermarket Type1,9,Low,11.81562,FD
FDZ,8.1,Regular,0.0197685,Canned,88.6198,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,17.71564,FD
FDE,18.6,Low Fat,0.01585889,Snack Foods,152.9366,OUT017,Small,Tier 2,Supermarket Type1,6,High,2.964691,FD
NCQ,17.6,None,0.01890533,Health and Hygiene,234.659,OUT046,Small,Tier 1,Supermarket Type1,16,Very_High,36.2608,NC
NCN,20.25,None,0.01428055,Household,148.0418,OUT018,Medium,Tier 3,Supermarket Type2,4,High,7.951365,NC
DRH,5.98,Low Fat,0.07567544,Hard Drinks,53.3614,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,6.213638,DR
NCI,18.75,None,0.01038166,Household,207.8954,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,11.02646,NC
FDT,5.82,Regular,0.07747588,Fruits and Vegetables,255.333,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,19.07441,FD
DRL,8.52,Low Fat,0.02705936,Soft Drinks,153.3682,OUT046,Small,Tier 1,Supermarket Type1,16,High,5.964791,DR
FDG,15.5,Regular,0.1261999,Fruits and Vegetables,178.4028,OUT018,Medium,Tier 3,Supermarket Type2,4,High,6.948992,FD
FDF,16.7,Regular,0.1194622,Fruits and Vegetables,182.7976,OUT046,Small,Tier 1,Supermarket Type1,16,High,9.907001,FD
FDV,9.6,Regular,0.027455,Snack Foods,258.1304,OUT018,Medium,Tier 3,Supermarket Type2,4,Very_High,9.006973,FD
NCF,9.13,None,0.05192803,Household,151.4024,OUT049,Medium,Tier 1,Supermarket Type1,14,High,13.03435,NC
FDD,10.5,Regular,0.06880946,Starchy Foods,78.296,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,18.36783,FD
FDQ,17,Low Fat,0.1195706,Frozen Foods,249.7434,OUT049,Medium,Tier 1,Supermarket Type1,14,Very_High,16.9047,FD
FDP,19.75,Low Fat,0.03372574,Snack Foods,211.6902,OUT027,Medium,Tier 3,Supermarket Type3,28,Very_High,20.06613,FD
FDK,9.195,Low Fat,0.1012758,Baking Goods,46.4744,OUT035,Small,Tier 2,Supermarket Type1,9,Low,20.45777,FD
NCA,10.1,None,0.05607757,Household,117.8492,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,13.76241,NC
NCE,8.18,None,0.007058626,Household,140.5154,OUT045,Small,Tier 2,Supermarket Type1,11,High,12.11102,NC
FDM,8.655,Regular,0.08817805,Snack Foods,122.6756,OUT035,Small,Tier 2,Supermarket Type1,9,Medium,18.76768,FD
FDQ,17.85,Regular,0.0466085,Fruits and Vegetables,122.9388,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,25.18302,FD
FDI,10.65,Regular,0.08511985,Snack Foods,229.8668,OUT035,Small,Tier 2,Supermarket Type1,9,Very_High,18.03915,FD
FDE,13.65,Regular,0.03141898,Canned,99.27,OUT013,High,Tier 3,Supermarket Type1,26,Medium,26.15715,FD
DRF,17.25,Low Fat,0.08480966,Soft Drinks,261.191,OUT017,Small,Tier 2,Supermarket Type1,6,Very_High,12.0827,DR
FDW,9.5,Regular,0.03535004,Fruits and Vegetables,169.7448,OUT017,Small,Tier 2,Supermarket Type1,6,High,21.0866,FD
FDC,16.7,Regular,0.0582751,Starchy Foods,63.6168,OUT049,Medium,Tier 1,Supermarket Type1,14,Low,21.09903,FD
NCI,8.6,None,0.05460178,Health and Hygiene,141.1154,OUT010,Small,Tier 3,Grocery Store,15,High,3.014881,NC
FDV,19.25,Low Fat,0.1021884,Dairy,54.3956,OUT018,Medium,Tier 3,Supermarket Type2,4,Low,22.08089,FD
FDZ,11,Regular,0.1330348,Canned,222.0798,OUT013,High,Tier 3,Supermarket Type1,26,Very_High,12.90049,FD
DRD,9.895,Low Fat,0.1681714,Soft Drinks,237.7564,OUT045,Small,Tier 2,Supermarket Type1,11,Very_High,16.04038,DR
FDA,14,Regular,0.02972266,Dairy,143.4786,OUT046,Small,Tier 1,Supermarket Type1,16,High,11.07667,FD
FDX,7.365,Low Fat,0.04273362,Fruits and Vegetables,226.972,OUT018,Medium,Tier 3,Supermarket Type2,4,Very_High,16.95506,FD
FDS,20.85,Regular,0.0621727,Baking Goods,90.2514,OUT013,High,Tier 3,Supermarket Type1,26,Medium,6.868146,FD
FDI,7.64,Regular,0.07070447,Snack Foods,93.412,OUT046,Small,Tier 1,Supermarket Type1,16,Medium,15.96574,FD
FDQ,6.195,Regular,0.1915005,Baking Goods,121.2098,OUT019,Small,Tier 1,Grocery Store,28,Medium,0.9942249,FD
FDJ,17.7,Regular,0.1220655,Meat,103.3674,OUT049,Medium,Tier 1,Supermarket Type1,14,Medium,24.63722,FD
FDV,7.97,Regular,0.04021623,Meat,90.4514,OUT017,Small,Tier 2,Supermarket Type1,6,Medium,14.68491,FD
NCL,12.35,None,0.04173763,Health and Hygiene,33.1216,OUT046,Small,Tier 1,Supermarket Type1,16,Low,15.67932,NC
NCP,8.42,None,0.112271,Health and Hygiene,63.2168,OUT046,Small,Tier 1,Supermarket Type1,16,Low,11.1218,NC
FDC,17,Low Fat,0.1350759,Fruits and Vegetables,170.3106,OUT027,Medium,Tier 3,Supermarket Type3,28,High,20.09395,FD
FDN,6.305,Regular,0.1230133,Snack Foods,93.2436,OUT013,High,Tier 3,Supermarket Type1,26,Medium,22.30672,FD
DRC,5.92,Regular,0.01923894,Soft Drinks,49.8692,OUT045,Small,Tier 2,Supermarket Type1,11,Low,22.72328,DR
